"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","customerID","Churn"
"Female","0","Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",26.0,1776.0,"6917-FIJHC","No"
"Male","1","Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",77.35,5396.25,"5329-KRDTM","No"
"Female","0","No","No",8,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",66.05,574.5,"7797-EJMDP","No"
"Female","0","Yes","Yes",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.9,400.3,"3530-VWVGU","No"
"Female","0","No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",84.3,84.3,"2013-SGDXK","Yes"
"Female","0","No","No",38,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",68.15,2656.3,"6368-NWMCE","No"
"Male","0","No","Yes",17,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",80.85,1445.95,"3633-CDBUW","No"
"Female","1","No","No",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",75.5,5212.65,"0707-HOVVN","No"
"Female","1","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",92.45,6440.25,"8580-QVLOC","Yes"
"Female","0","No","No",28,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.6,2244.95,"3956-MGXOG","No"
"Female","0","No","No",15,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",83.2,1130.0,"9274-UARKJ","No"
"Male","0","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",87.55,6463.15,"4077-HWUYD","No"
"Female","1","Yes","No",11,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.55,1131.2,"2012-NWRPA","Yes"
"Male","1","No","No",8,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",81.25,585.95,"8808-ELEHO","Yes"
"Female","0","Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",109.4,6252.7,"0103-CSITQ","No"
"Male","0","Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.95,19.95,"3506-LCJDC","Yes"
"Female","0","Yes","No",46,"No","No phone service","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",45.55,2062.15,"8671-KKKOS","No"
"Male","0","Yes","No",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.7,587.1,"7305-ZWMAJ","No"
"Male","1","Yes","No",10,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",75.3,720.45,"9518-XXBXE","No"
"Male","0","Yes","No",23,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",99.25,2186.4,"3934-HXCFZ","Yes"
"Male","0","No","No",32,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",93.4,2979.3,"6578-KRMAW","No"
"Male","0","No","No",13,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.75,956.65,"4860-IJUDE","No"
"Female","0","No","No",39,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Two year","Yes","Electronic check",80.45,3201.55,"7666-WKRON","Yes"
"Female","0","No","No",44,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",88.15,3973.2,"9688-YGXVR","No"
"Male","1","No","No",9,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",49.2,447.9,"0423-UDIJQ","No"
"Female","0","Yes","No",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.65,1335.2,"1945-XISKS","No"
"Male","0","Yes","Yes",9,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.35,661.25,"4910-AQFFX","Yes"
"Female","0","No","No",15,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.75,1111.85,"2154-KVJFF","Yes"
"Female","0","Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.15,7555.0,"5360-LJCNJ","No"
"Male","0","No","No",1,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",49.0,49.0,"2607-FBDFF","No"
"Female","0","Yes","Yes",30,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,3046.15,"9647-ERGBE","Yes"
"Male","0","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.35,69.35,"3428-XZMAZ","Yes"
"Male","0","Yes","No",17,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",49.8,836.35,"1100-DDVRV","No"
"Female","0","No","No",3,"Yes","No","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","No","Electronic check",85.8,272.2,"0378-TOVMS","Yes"
"Male","0","Yes","Yes",67,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",79.7,5293.4,"4355-HBJHH","Yes"
"Male","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.95,20.95,"6728-WYQBC","No"
"Female","1","No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",50.55,50.55,"9058-CBREO","Yes"
"Female","1","Yes","No",32,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Mailed check",79.3,2570.0,"9029-FEGVJ","No"
"Male","0","Yes","Yes",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.5,798.2,"7216-KAOID","No"
"Male","0","Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.55,80.55,"0318-QUUOB","Yes"
"Female","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",44.15,44.15,"6145-NNPNO","No"
"Female","0","Yes","Yes",12,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",84.5,916.9,"5520-FVEWJ","Yes"
"Male","0","Yes","Yes",62,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.5,6487.2,"5339-TJFEK","No"
"Female","0","No","No",22,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Mailed check",84.3,1855.65,"5572-ZDXHY","Yes"
"Female","0","No","Yes",17,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",92.7,1556.85,"2074-GUHPQ","No"
"Female","0","Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",26.25,1988.05,"4625-XMOYM","No"
"Male","0","Yes","Yes",56,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",96.95,5432.2,"5827-MWCZK","No"
"Female","0","No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20.45,147.55,"1385-TQOZW","No"
"Male","0","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.8,8424.9,"5914-XRFQB","No"
"Male","0","No","No",20,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",108.2,2203.7,"4329-YPDDQ","No"
"Male","0","Yes","Yes",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.2,387.4,"4804-NCPET","No"
"Male","0","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",67.75,116.65,"3750-CKVKH","Yes"
"Male","0","No","No",53,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",54.9,3045.75,"5944-UGLLK","No"
"Female","1","No","No",27,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.25,2287.25,"8063-GBATB","Yes"
"Male","0","No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.15,130.5,"7787-BNTZM","No"
"Male","0","Yes","Yes",9,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",90.35,767.9,"2252-ISRNH","No"
"Female","0","Yes","Yes",8,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",55.75,446.8,"9415-TPKRV","No"
"Female","0","Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.6,8100.25,"5322-TEUJK","No"
"Female","0","No","No",10,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.05,830.7,"4547-KQRTM","Yes"
"Male","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.0,20.0,"4877-EVATK","Yes"
"Female","0","Yes","No",71,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",66.8,4689.15,"1866-DIOQZ","No"
"Male","0","Yes","No",68,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",100.3,6754.35,"8375-KVTHK","No"
"Male","0","No","No",34,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",105.35,3540.65,"2697-NQBPF","No"
"Male","0","No","No",26,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",85.2,2184.6,"3709-OIJEA","No"
"Female","0","No","No",22,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",48.8,1054.6,"7639-SUPCW","Yes"
"Male","0","No","No",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",18.95,130.55,"1386-ZIKUV","No"
"Female","0","Yes","No",20,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.8,1540.35,"0599-XNYDO","No"
"Female","0","Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.15,6411.25,"6377-WHAOX","No"
"Male","0","Yes","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check",20.55,1432.55,"6855-VLGOS","No"
"Female","1","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",105.75,7629.85,"8999-XXGNS","No"
"Male","0","No","No",4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",25.25,101.9,"8746-OQQRW","No"
"Male","0","Yes","Yes",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.75,313.4,"3181-MIZBN","No"
"Female","1","Yes","No",62,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",104.85,6312.9,"0471-ARVMX","No"
"Female","0","No","No",10,"Yes","No","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",60.95,629.55,"7766-CLTIC","No"
"Male","0","No","No",31,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",81.15,2640.55,"5650-YLIBA","No"
"Female","0","Yes","No",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.1,1372.45,"0825-CPPQH","No"
"Male","0","No","No",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.8,1212.25,"9084-OAYKL","No"
"Male","0","Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",90.15,6237.05,"6122-LJADA","No"
"Female","0","Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",90.1,6310.9,"2400-XIWIO","No"
"Male","1","No","No",69,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",74.1,5031.0,"7524-VRLPL","No"
"Female","1","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.05,85.05,"1069-XAIEM","Yes"
"Female","0","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",118.75,8672.45,"7569-NMZYQ","No"
"Female","0","Yes","No",26,"Yes","No","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",85.9,2196.45,"5201-USSQZ","No"
"Female","0","Yes","No",33,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",95.0,3008.15,"2105-PHWON","No"
"Female","0","Yes","Yes",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.15,220.8,"1494-EJZDW","No"
"Female","1","No","No",57,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",101.3,5779.6,"4884-TVUQF","No"
"Female","0","No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",21.2,222.65,"8003-EWNDZ","No"
"Female","0","Yes","Yes",39,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",24.2,914.6,"1897-RCFUM","No"
"Female","0","No","No",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.3,246.3,"9256-JTBNZ","No"
"Female","0","Yes","Yes",21,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",102.8,2110.15,"4658-HCOHW","Yes"
"Female","0","Yes","Yes",68,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",85.3,5560.0,"2211-RMNHO","No"
"Male","0","No","No",18,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",89.6,1633.0,"2432-TFSMK","No"
"Female","0","No","No",6,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",99.95,547.65,"3440-JPSCL","Yes"
"Male","0","No","No",18,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",56.25,969.85,"4929-ROART","No"
"Female","0","Yes","Yes",52,"Yes","No","DSL","No","No","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",50.95,2610.65,"1834-ABKHQ","No"
"Male","0","Yes","Yes",56,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",115.85,6567.9,"1741-WTPON","No"
"Male","0","No","No",45,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.65,4747.85,"3932-IJWDZ","No"
"Female","0","No","No",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",26.1,1759.55,"1240-HCBOH","No"
"Male","0","Yes","No",3,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",35.1,101.1,"3594-KADLU","No"
"Male","1","No","No",65,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.1,6496.15,"8065-BVEPF","No"
"Male","0","Yes","No",63,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","Two year","No","Mailed check",67.25,4234.15,"3796-ENZGF","No"
"Female","0","Yes","Yes",11,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.0,300.7,"1734-ZMNTZ","No"
"Male","0","No","Yes",1,"Yes","No","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",59.55,59.55,"2853-CWQFQ","No"
"Male","0","No","No",55,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",77.8,4323.35,"0813-TAXXS","No"
"Male","0","Yes","Yes",25,"Yes","Yes","DSL","No","No","No","Yes","No","No","One year","Yes","Mailed check",55.1,1466.1,"2519-TWKFS","No"
"Male","0","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",117.8,8684.8,"2889-FPWRM","Yes"
"Female","0","Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.15,1776.45,"0626-QXNGV","No"
"Female","0","No","Yes",65,"No","No phone service","DSL","No","Yes","No","Yes","Yes","No","Two year","No","Mailed check",45.25,2933.95,"6723-CEGQI","No"
"Female","1","No","No",54,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.5,4370.25,"6987-XQSJT","Yes"
"Male","0","Yes","Yes",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.25,144.35,"4732-RRJZC","No"
"Female","0","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",64.75,4804.75,"9499-XPZXM","No"
"Male","0","Yes","No",21,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",54.6,1125.2,"4338-EYCER","No"
"Female","0","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",20.7,39.85,"3007-FDPEA","No"
"Male","1","No","No",4,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.75,422.4,"6350-XFYGW","No"
"Male","0","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.65,251.75,"4290-BSXUX","Yes"
"Male","0","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",115.8,8332.15,"8513-OLYGY","No"
"Female","0","No","No",6,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.45,314.6,"0311-QYWSS","No"
"Male","0","No","No",52,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",83.8,4331.4,"8705-DWKTI","No"
"Male","1","Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.35,6382.0,"8755-IWJHN","No"
"Male","0","No","No",8,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.7,740.3,"0325-XBFAC","Yes"
"Female","1","No","No",8,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.05,600.15,"4480-QQRHC","No"
"Female","1","No","No",63,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.6,5538.8,"0929-PECLO","No"
"Male","0","No","No",60,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",116.6,7049.5,"3680-CTHUH","No"
"Female","0","Yes","No",12,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",54.2,690.5,"1202-KKGFU","No"
"Female","0","No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.3,279.3,"6112-KTHFQ","No"
"Male","0","No","No",22,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Mailed check",65.05,1427.55,"1852-XEMDW","No"
"Male","0","No","No",5,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",92.5,452.7,"2462-XIIJB","Yes"
"Female","0","Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.45,19.45,"4760-XOHVN","Yes"
"Female","0","Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.05,1709.15,"1820-DJFPH","No"
"Female","0","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",18.75,53.15,"9426-SXNHE","No"
"Female","0","Yes","Yes",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.15,777.35,"9068-FHQHD","No"
"Male","0","Yes","Yes",44,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.0,860.85,"1269-FOYWN","No"
"Male","1","Yes","No",71,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",71.0,5012.1,"9470-YFUYI","No"
"Female","0","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.55,166.3,"7817-BOQPW","Yes"
"Male","1","No","No",26,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.6,2404.1,"7402-EYFXX","No"
"Male","0","Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.0,70.0,"1853-UDXBW","Yes"
"Female","0","No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.4,24.4,"9895-VFOXH","No"
"Male","0","Yes","Yes",65,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",74.8,4820.15,"5458-CQJTA","Yes"
"Male","0","No","No",3,"Yes","Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",65.25,209.9,"1230-QAJDW","No"
"Male","0","No","No",13,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",50.55,610.75,"5701-ZIKJE","No"
"Female","0","Yes","No",33,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.4,3409.6,"5219-YIPTK","Yes"
"Female","0","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.7,70.7,"5032-MIYKT","No"
"Male","0","Yes","Yes",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.25,155.35,"7396-VJUZB","No"
"Male","0","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,144.0,"9717-QEBGU","No"
"Male","0","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.95,7875.0,"5172-RKOCB","No"
"Female","0","Yes","Yes",37,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",26.45,911.6,"6509-TSGWN","No"
"Female","0","No","No",15,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",86.2,1270.2,"3540-RZJYU","Yes"
"Female","0","No","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",19.65,478.1,"3178-CIFOT","No"
"Female","0","Yes","Yes",30,"No","No phone service","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)",51.2,1561.5,"2091-MJTFX","Yes"
"Female","0","Yes","Yes",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",19.05,761.85,"4530-NDRKU","No"
"Female","0","No","No",32,"Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","One year","No","Mailed check",74.75,2282.95,"5985-TBABQ","No"
"Female","0","Yes","Yes",22,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.8,1615.1,"9800-ONTFE","No"
"Male","0","Yes","No",42,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",25.1,1097.15,"6743-HHQPF","No"
"Female","0","No","No",8,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.45,369.3,"8455-HIRAQ","No"
"Female","0","Yes","Yes",65,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",104.3,6725.3,"6616-AALSR","No"
"Female","0","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.5,31.55,"0883-EIBTI","Yes"
"Female","0","Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",89.0,6293.2,"9415-ZNBSX","No"
"Male","0","No","Yes",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",20.15,432.5,"4018-KJYUY","No"
"Female","1","No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9,321.75,"0722-TROQR","Yes"
"Female","0","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",74.9,147.15,"7571-YXDAD","Yes"
